month_key,project_id,planned_labor_hours,planned_labor_cost,blended_labor_rate
202311,P041,2170.618077709132,143122.41518865936,90.32494462865603
202312,P041,3175.804157990236,209400.6153940533,90.32494462865603
202401,P041,2598.2285595359263,171317.4466165871,90.32494462865603
202402,P041,1153.135182239025,76033.40910863812,90.32494462865603
202403,P041,755.0160358149204,49782.92573055729,90.32494462865603
202404,P041,157.84398658727184,10407.640485155836,90.32494462865603
202405,P041,2133.655070930337,140685.21315061164,90.32494462865603
202406,P041,286.03987103708255,18860.396309924123,90.32494462865603
202208,P061,188.43611861139794,8623.89943765303,95.52237698339577
202209,P061,129.04053127757032,5905.622411030573,95.52237698339577
202210,P061,1175.5622690801192,53800.3587950837,95.52237698339577
202211,P061,2194.3692976754273,100426.7137939315,95.52237698339577
202212,P061,6012.384252267063,275160.609092187,95.52237698339577
202301,P061,6079.514493457921,278232.86749743065,95.52237698339577
202302,P061,8880.553361818667,406424.2020446887,95.52237698339577
202303,P061,5863.351001603271,268340.0070968679,95.52237698339577
202304,P061,5066.641861893685,231878.10397263887,95.52237698339577
202305,P061,2678.3256950206996,122575.2877173918,95.52237698339577
202306,P061,388.4474930030736,17777.54785628612,95.52237698339577
202307,P061,929.7478379935875,42550.504204383615,95.52237698339577
202208,P021,287.8404279972627,12696.507909603706,92.98004134333145
202209,P021,0.0,0.0,92.98004134333145
202210,P021,320.5543971239476,14139.505929935433,92.98004134333145
202211,P021,0.0,0.0,92.98004134333145
202212,P021,497.07656885588386,21925.81713440691,92.98004134333145
202301,P021,758.6253188465921,33462.611309252876,92.98004134333145
202302,P021,105.87109947487374,4669.925143016943,92.98004134333145
202303,P021,722.7082906303439,31878.327836601176,92.98004134333145
202304,P021,949.98551205869,41903.42076609471,92.98004134333145
202305,P021,801.07862202262,35335.20684183168,92.98004134333145
202306,P021,1521.2614394669006,67102.13722636037,92.98004134333145
202307,P021,1082.7031275112909,47757.53328969655,92.98004134333145
202308,P021,1688.3893736922905,74474.07296718887,92.98004134333145
202309,P021,1701.240150581663,75040.91478143889,92.98004134333145
202310,P021,1049.2320544837992,46281.139767100365,92.98004134333145
202311,P021,1382.8884624810094,60998.56932590726,92.98004134333145
202312,P021,1083.7718121672167,47804.6724747,92.98004134333145
202401,P021,561.8533887339603,24783.09264522846,92.98004134333145
202402,P021,252.84087944381346,11152.694039768672,92.98004134333145
202403,P021,536.2464726119267,23653.5834399161,92.98004134333145
202404,P021,686.266613361382,30270.90233732767,92.98004134333145
202405,P021,0.0,0.0,92.98004134333145
202406,P021,0.0,0.0,92.98004134333145
202407,P021,394.255324526017,17390.419688701804,92.98004134333145
202208,P011,2031.6465059182672,70834.7880405346,76.09569083109756
202209,P011,67.8482752439073,2365.5779594618953,76.09569083109756
202210,P011,830.3242751426725,28949.84135444273,76.09569083109756
202211,P011,1486.533030868625,51829.022347192054,76.09569083109756
202212,P011,2358.5062718990007,82230.98426599914,76.09569083109756
202301,P011,3382.037365874778,117917.11759848124,76.09569083109756
202302,P011,5948.063926631336,207383.4430680386,76.09569083109756
202303,P011,9441.241691860978,329175.5490604698,76.09569083109756
202304,P011,11235.791540875469,391743.79496979463,76.09569083109756
202305,P011,12715.756606114564,443343.8205639246,76.09569083109756
202306,P011,9599.16862186837,334681.78283705376,76.09569083109756
202307,P011,9054.563512708744,315693.7416789399,76.09569083109756
202308,P011,7059.329731578814,246128.5089645147,76.09569083109756
202309,P011,3494.0717583268797,121823.2756921639,76.09569083109756
202310,P011,1771.012982952021,61747.61647708025,76.09569083109756
202311,P011,2342.037194046157,81656.7782535206,76.09569083109756
202312,P011,1847.2890263916559,64407.034517511005,76.09569083109756
202401,P011,375.36728418296514,13087.445052570145,76.09569083109756
202209,P042,100.84251708658067,5108.80645267517,92.69684639490816
202210,P042,155.86946560441933,7896.539620993397,92.69684639490816
202211,P042,0.0,0.0,92.69684639490816
202212,P042,0.0,0.0,92.69684639490816
202301,P042,0.0,0.0,92.69684639490816
202302,P042,73.82400858205581,3740.0154448995036,92.69684639490816
202303,P042,0.0,0.0,92.69684639490816
202304,P042,72.65573199093782,3680.829110011725,92.69684639490816
202305,P042,361.4380694822565,18310.898963658736,92.69684639490816
202306,P042,472.2222651795418,23923.36313238619,92.69684639490816
202307,P042,507.37177707103217,25704.08081325737,92.69684639490816
202308,P042,547.2735322080807,27725.553005806847,92.69684639490816
202309,P042,1146.4677175615084,58081.47042019266,92.69684639490816
202310,P042,797.7564725945069,40415.32810367092,92.69684639490816
202311,P042,1177.9931335134172,59678.58692512977,92.69684639490816
202312,P042,1220.4188511226034,61827.9261735253,92.69684639490816
202401,P042,1193.5028231458261,60464.32695584528,92.69684639490816
202402,P042,969.3774165559568,49109.85707076999,92.69684639490816
202403,P042,850.9597610269456,43110.67239990478,92.69684639490816
202404,P042,454.7360997321349,23037.492396002657,92.69684639490816
202405,P042,854.8303041427638,43306.75889414086,92.69684639490816
202406,P042,63.0128389633052,3192.308240587874,92.69684639490816
202407,P042,409.577759405436,20749.71510604208,92.69684639490816
202408,P042,144.57302245835677,7324.24786049189,92.69684639490816
202409,P042,39.19635319412032,1985.7356589733927,92.69684639490816
202410,P042,196.22168202982772,9940.83273871551,92.69684639490816
202411,P042,0.0,0.0,92.69684639490816
202412,P042,126.75004697924703,6421.313911953392,92.69684639490816
202501,P042,75.32353448596797,3815.983279055038,92.69684639490816
202502,P042,14.845597950917139,752.0963260005673,92.69684639490816
202209,P008,73.56086416865567,3877.8229793371447,88.02118593261629
202210,P008,273.09401353542813,14396.381189582835,88.02118593261629
202211,P008,175.49293256861802,9251.257911619607,88.02118593261629
202212,P008,612.6908181070683,32298.51308213477,88.02118593261629
202301,P008,423.9561272889094,22349.20471927024,88.02118593261629
202302,P008,168.4278862620213,8878.818038496478,88.02118593261629
202303,P008,653.3149113418077,34440.04641022653,88.02118593261629
202304,P008,763.4133384411166,40243.977827015085,88.02118593261629
202305,P008,1827.7660811115368,96352.23009257976,88.02118593261629
202306,P008,2577.6409617768045,135882.51670265096,88.02118593261629
202307,P008,2590.8777644490483,136580.30591646023,88.02118593261629
202308,P008,3087.0387716388227,162735.85176105893,88.02118593261629
202309,P008,3295.024248638404,173699.98154926003,88.02118593261629
202310,P008,2904.3841669485996,153107.06026500554,88.02118593261629
202311,P008,2916.2481607830305,153732.48070341133,88.02118593261629
202312,P008,2192.644814804835,115587.12019587215,88.02118593261629
202401,P008,1712.6793856469462,90285.33790293189,88.02118593261629
202402,P008,1104.2934275374516,58213.759145319826,88.02118593261629
202403,P008,304.7685409745356,16066.130610707134,88.02118593261629
202404,P008,1289.1337783468018,67957.77409100962,88.02118593261629
202405,P008,408.9881274811696,21560.15398876102,88.02118593261629
202406,P008,188.06702349790942,9914.111717117145,88.02118593261629
202407,P008,228.90471451126723,12066.905032209095,88.02118593261629
202408,P008,365.699329292815,19278.14849222666,88.02118593261629
202209,P039,1013.1660555216201,54799.43310735325,94.43118737183028
202210,P039,1746.4902505621399,94462.97093821487,94.43118737183028
202211,P039,241.18612420592765,13045.110234215192,94.43118737183028
202212,P039,885.160947232182,47875.98030227959,94.43118737183028
202301,P039,1729.257148390025,93530.87868683481,94.43118737183028
202302,P039,1986.3546939732187,107436.59500497323,94.43118737183028
202303,P039,2825.573732509409,152827.70075121179,94.43118737183028
202304,P039,3322.1919910427387,179688.44967787847,94.43118737183028
202305,P039,3843.0716480212595,207861.43254087018,94.43118737183028
202306,P039,3820.3699072237655,206633.55630136054,94.43118737183028
202307,P039,3474.304005045113,187915.7803219715,94.43118737183028
202308,P039,3107.295270170466,168065.26272224484,94.43118737183028
202309,P039,3518.833152102807,190324.24239214943,94.43118737183028
202310,P039,2686.6814496969696,145315.38989197236,94.43118737183028
202311,P039,1352.2370828897056,73138.87507901773,94.43118737183028
202312,P039,753.7310300281418,40767.28877350572,94.43118737183028
202401,P039,968.9902755493881,52410.08371456575,94.43118737183028
202402,P039,2019.2978825297018,109218.40367079405,94.43118737183028
202210,P043,297.1446640373115,12196.473781606892,68.88155321081645
202211,P043,438.246883485099,17988.095601897727,68.88155321081645
202212,P043,15.105006747791757,619.9936968994485,68.88155321081645
202301,P043,0.0,0.0,68.88155321081645
202302,P043,147.89536555812083,6070.450412746735,68.88155321081645
202303,P043,384.9630247526173,15801.02894828972,68.88155321081645
202304,P043,664.4281117759905,27271.834314416257,68.88155321081645
202305,P043,354.14725167997176,14536.177803955272,68.88155321081645
202306,P043,988.6236056876612,40578.62497955938,68.88155321081645
202307,P043,871.7572039261938,35781.77624713357,68.88155321081645
202308,P043,1057.5326420021909,43407.03604138625,68.88155321081645
202309,P043,1232.0021949477368,50568.239272422,68.88155321081645
202310,P043,1166.087668083299,47862.73957471182,68.88155321081645
202311,P043,1451.1259878996927,59562.30148896312,68.88155321081645
202312,P043,1619.6196095059938,66478.21917823786,68.88155321081645
202401,P043,1516.69305396691,62253.53945824157,68.88155321081645
202402,P043,1486.9993330760276,61034.74359159756,68.88155321081645
202403,P043,1268.8899120128124,52082.31685313546,68.88155321081645
202404,P043,1341.91147423579,55079.528908179105,68.88155321081645
202405,P043,1194.7587110037782,49039.55903537372,68.88155321081645
202406,P043,980.7910783812705,40257.134387609476,68.88155321081645
202407,P043,754.652788706773,30975.15811531771,68.88155321081645
202408,P043,790.2369350995219,32435.729887407575,68.88155321081645
202409,P043,470.92909318780715,19329.55571209512,68.88155321081645
202410,P043,585.2199578279807,24020.690040813963,68.88155321081645
202411,P043,28.719987917452713,1178.8284362370205,68.88155321081645
202412,P043,237.18776671516295,9735.50841786656,68.88155321081645
202501,P043,648.1505587998547,26603.712782618437,68.88155321081645
202502,P043,486.42651476129146,19965.656301401938,68.88155321081645
202503,P043,139.33821519636243,5719.217250372502,68.88155321081645
202210,P027,707.7944317295613,26845.458495345098,80.5048221306233
202211,P027,13.53482563094174,513.3532893573399,80.5048221306233
202212,P027,647.4057402769823,24555.016472486917,80.5048221306233
202301,P027,626.2818552921456,23753.82286004896,80.5048221306233
202302,P027,1095.564184341491,41552.916385422504,80.5048221306233
202303,P027,2526.797467926495,95837.2000548344,80.5048221306233
202304,P027,1410.6233175257314,53502.58214191801,80.5048221306233
202305,P027,3190.1799638430816,120998.18813600607,80.5048221306233
202306,P027,3789.0037473066723,143710.57227516195,80.5048221306233
202307,P027,4202.731820728166,159402.58583940475,80.5048221306233
202308,P027,4338.045081479689,164534.79141002268,80.5048221306233
202309,P027,2897.7645180223612,109907.3595531989,80.5048221306233
202310,P027,2639.3264315715933,100105.23535948755,80.5048221306233
202311,P027,1515.9312727666188,57496.73668017958,80.5048221306233
202312,P027,1597.7165601892477,60598.715786837696,80.5048221306233
202401,P027,515.5367079234787,19553.4447220328,80.5048221306233
202402,P027,0.0,0.0,80.5048221306233
202403,P027,1066.1125929789239,40435.86680421337,80.5048221306233
202211,P058,0.0,0.0,93.79974222097556
202212,P058,36.735775496870296,2110.1985317874273,93.79974222097556
202301,P058,762.7879259477332,43816.523256388486,93.79974222097556
202302,P058,0.0,0.0,93.79974222097556
202303,P058,0.0,0.0,93.79974222097556
202304,P058,51.66258719063438,2967.6334353498114,93.79974222097556
202305,P058,253.24198842586247,14546.878756070117,93.79974222097556
202306,P058,632.956234030212,36358.653047899985,93.79974222097556
202307,P058,711.8457786268635,40890.27376175739,93.79974222097556
202308,P058,1454.4271197534908,83546.07820807016,93.79974222097556
202309,P058,1432.4385384859006,82282.99688531678,93.79974222097556
202310,P058,2005.340941818672,115192.00163664696,93.79974222097556
202311,P058,2231.8614595524923,128203.92958634708,93.79974222097556
202312,P058,3490.5006303238115,200503.43856059096,93.79974222097556
202401,P058,1955.1157323820169,112306.93491957235,93.79974222097556
202402,P058,3643.6060193345043,209298.21048875214,93.79974222097556
202403,P058,2704.326947270089,155343.57656581106,93.79974222097556
202404,P058,3603.861712979534,207015.19411621598,93.79974222097556
202405,P058,2248.7301914478267,129172.91343920417,93.79974222097556
202406,P058,1256.0024862705382,72148.05095581146,93.79974222097556
202407,P058,1182.1048664523016,67903.17939031767,93.79974222097556
202408,P058,1942.0276402896343,111555.12085429973,93.79974222097556
202409,P058,1410.9794895219875,81050.33327594065,93.79974222097556
202410,P058,121.79885824388495,6996.443340675571,93.79974222097556
202411,P058,375.0566479471292,21544.22976323375,93.79974222097556
202412,P058,517.8578572027945,29747.10279457745,93.79974222097556
202501,P058,208.4246163187144,11972.452286506903,93.79974222097556
202502,P058,0.0,0.0,93.79974222097556
202503,P058,0.0,0.0,93.79974222097556
202504,P058,312.7319314977289,17964.135880179696,93.79974222097556
202212,P046,236.06040551618162,8496.574509981096,76.39293765237618
202301,P046,1053.285145344562,37911.12574812074,76.39293765237618
202302,P046,167.10568995870992,6014.672145764197,76.39293765237618
202303,P046,598.5519085780612,21543.811543508833,76.39293765237618
202304,P046,1275.151085975016,45896.79573657832,76.39293765237618
202305,P046,608.5572644468576,21903.936535466783,76.39293765237618
202306,P046,1532.6536586772834,55165.14292378444,76.39293765237618
202307,P046,2774.326356044332,99856.94359708774,76.39293765237618
202308,P046,2302.3240188728105,82868.05883306431,76.39293765237618
202309,P046,3240.0670311999943,116620.4509719733,76.39293765237618
202310,P046,4281.387953724048,154100.9457956653,76.39293765237618
202311,P046,5474.818215517865,197056.34579010578,76.39293765237618
202312,P046,5036.55133225316,181281.70869764982,76.39293765237618
202401,P046,4503.23997621083,162086.11482529202,76.39293765237618
202402,P046,4253.924665788277,153112.4535844234,76.39293765237618
202403,P046,3591.3053591490866,129262.64997885448,76.39293765237618
202404,P046,3235.466433490702,116454.86063867714,76.39293765237618
202405,P046,2505.6966030323633,90188.09334211539,76.39293765237618
202406,P046,971.4343707591156,34965.05267227305,76.39293765237618
202407,P046,1369.2486061111163,49283.668640115786,76.39293765237618
202408,P046,1127.406909054913,40579.00682203105,76.39293765237618
202409,P046,836.088929378054,30093.534194763535,76.39293765237618
202410,P046,168.64948324941116,6070.23823993306,76.39293765237618
202411,P046,920.6344604960666,33136.60023991136,76.39293765237618
202212,P035,1758.6785622143163,61142.693578112296,76.96685162482801
202301,P035,417.7673406751273,14524.21212531354,76.96685162482801
202302,P035,868.8783913756895,30207.660673157683,76.96685162482801
202303,P035,1105.1968206812708,38423.570971000474,76.96685162482801
202304,P035,1603.4575125379263,55746.2366694166,76.96685162482801
202305,P035,8.934040368327684,310.60325882824844,76.96685162482801
202306,P035,2682.933913668678,93275.60459213641,76.96685162482801
202307,P035,2529.748427273267,87949.91662588525,76.96685162482801
202308,P035,3817.127360455634,132707.28009279392,76.96685162482801
202309,P035,2709.0511071227565,94183.60198904129,76.96685162482801
202310,P035,3039.557397748669,105674.07289575157,76.96685162482801
202311,P035,4919.7340251181295,171040.8010005378,76.96685162482801
202312,P035,3744.209248239591,130172.18932219488,76.96685162482801
202401,P035,4114.584120523651,143048.74209974395,76.96685162482801
202402,P035,2917.3260437706213,101424.54465193894,76.96685162482801
202403,P035,4342.675792300509,150978.63872486257,76.96685162482801
202404,P035,1879.1064610308297,65329.522413009225,76.96685162482801
202405,P035,2624.8173317442993,91255.107818732,76.96685162482801
202406,P035,1571.0380208594993,54619.13187139344,76.96685162482801
202407,P035,1533.7637701481385,53323.245210485395,76.96685162482801
202408,P035,988.9643703890935,34382.6022318923,76.96685162482801
202409,P035,1288.4929274089798,44796.092890868815,76.96685162482801
202410,P035,452.66337311230564,15737.417007797489,76.96685162482801
202411,P035,2913.1123474987853,101278.05015003536,76.96685162482801
202212,P045,913.705294742107,37333.32238476674,83.02226947849513
202301,P045,1809.8040883447213,73947.25615824829,83.02226947849513
202302,P045,872.6313758996916,35655.07244731569,83.02226947849513
202303,P045,3362.2721565283287,137379.95290968116,83.02226947849513
202304,P045,3063.54503626943,125174.18377397067,83.02226947849513
202305,P045,8416.547842146922,343893.9182752265,83.02226947849513
202306,P045,12001.931674096077,490390.04918477585,83.02226947849513
202307,P045,8698.562862115763,355416.8433566827,83.02226947849513
202308,P045,12155.076587631718,496647.4370553661,83.02226947849513
202309,P045,9800.791532855277,400453.0914152711,83.02226947849513
202310,P045,5285.637753499068,215967.24829768154,83.02226947849513
202311,P045,6316.83792917896,258101.3245949537,83.02226947849513
202312,P045,4581.0509694103375,187178.35355251643,83.02226947849513
202401,P045,865.9325956935953,35381.365243846456,83.02226947849513
202402,P045,2118.250082198062,86550.1312790133,83.02226947849513
202301,P006,1326.7188826828012,81656.86039566716,89.93087074638872
202302,P006,424.6633701133733,26137.170414263208,89.93087074638872
202303,P006,367.13115910573737,22596.179339345505,89.93087074638872
202304,P006,1710.3613243268458,105269.2757370643,89.93087074638872
202305,P006,1101.6438292075122,67803.94666987893,89.93087074638872
202306,P006,2533.6152122625394,155938.8853090775,89.93087074638872
202307,P006,3264.714245273075,200936.55018984622,89.93087074638872
202308,P006,3723.8256801705625,229193.9292283277,89.93087074638872
202309,P006,4182.84841477489,257445.8489433985,89.93087074638872
202310,P006,4987.5652227381925,306974.5387838798,89.93087074638872
202311,P006,4200.3276328878865,258521.65941983656,89.93087074638872
202312,P006,3372.8744650885037,207593.59267647576,89.93087074638872
202401,P006,3743.28531061102,230391.6300728461,89.93087074638872
202402,P006,2533.582729190982,155936.88604180695,89.93087074638872
202403,P006,1321.9722904069085,81364.71725375004,89.93087074638872
202404,P006,1122.6239930706708,69095.23326722343,89.93087074638872
202405,P006,203.29883257845313,12512.631430173025,89.93087074638872
202406,P006,2522.093778133519,155229.764371318,89.93087074638872
202301,P053,579.1439941320904,35100.722506508035,93.18839903438116
202302,P053,276.4733436410313,16756.478896294848,93.18839903438116
202303,P053,472.1598820950646,28616.63622181055,93.18839903438116
202304,P053,0.0,0.0,93.18839903438116
202305,P053,0.0,0.0,93.18839903438116
202306,P053,292.48537119024763,17726.934847606008,93.18839903438116
202307,P053,790.3455340707077,47901.2120590972,93.18839903438116
202308,P053,341.6650479540748,20707.613581284008,93.18839903438116
202309,P053,426.4239148868268,25844.673618712302,93.18839903438116
202310,P053,800.5016454566855,48516.75301456999,93.18839903438116
202311,P053,1088.7003602144985,65983.88246068665,93.18839903438116
202312,P053,868.082522425436,52612.690524517704,93.18839903438116
202401,P053,1010.8756895441445,61267.08975103554,93.18839903438116
202402,P053,1061.697843063774,64347.31561187525,93.18839903438116
202403,P053,1372.4036291712782,83178.55221248916,93.18839903438116
202404,P053,1225.4563197458124,74272.37899221602,93.18839903438116
202405,P053,1063.7526611935932,64471.853898910784,93.18839903438116
202406,P053,1745.6113994410994,105797.90510959577,93.18839903438116
202407,P053,1434.6945108687135,86953.87402416405,93.18839903438116
202408,P053,1003.6289648069938,60827.88071725982,93.18839903438116
202409,P053,1474.0253612162398,89337.63571034437,93.18839903438116
202410,P053,2189.124535162146,132678.32114199453,93.18839903438116
202411,P053,817.7042546647825,49559.36766363703,93.18839903438116
202412,P053,1036.883213157196,62843.352094550355,93.18839903438116
202501,P053,1236.4742032412385,74940.15017710338,93.18839903438116
202502,P053,819.4894139662073,49667.56248548461,93.18839903438116
202503,P053,1094.930545087469,66361.48111077385,93.18839903438116
202504,P053,736.9632168636572,44665.81995968141,93.18839903438116
202505,P053,237.858501776155,14416.11300687051,93.18839903438116
202506,P053,432.52459391585603,26214.423186814336,93.18839903438116
202507,P053,613.3689988146201,37175.029422089065,93.18839903438116
202508,P053,522.5642267115892,31671.53954711985,93.18839903438116
202509,P053,0.0,0.0,93.18839903438116
202510,P053,488.0996455472216,29582.712395305207,93.18839903438116
202511,P053,328.55375418520305,19912.96511916509,93.18839903438116
202512,P053,483.7993002519739,29322.07734008571,93.18839903438116
202302,P044,0.0,0.0,93.65813276617982
202303,P044,1151.3616554994474,70041.60386380344,93.65813276617982
202304,P044,0.0,0.0,93.65813276617982
202305,P044,1190.9021926300818,72447.00152928723,93.65813276617982
202306,P044,2558.960696219127,155671.0791361844,93.65813276617982
202307,P044,4245.772132349266,258286.08098033545,93.65813276617982
202308,P044,5003.114796952952,304358.0468565294,93.65813276617982
202309,P044,7168.183138359134,436067.19174815074,93.65813276617982
202310,P044,7420.590948566589,451422.09589163784,93.65813276617982
202311,P044,6516.568544990616,396427.05695419415,93.65813276617982
202312,P044,3367.174684294102,204837.73647581588,93.65813276617982
202401,P044,2195.1189520150547,133537.23509601422,93.65813276617982
202402,P044,547.9339459974327,33332.856106307314,93.65813276617982
202403,P044,521.1872618233234,31705.756012566068,93.65813276617982
202404,P044,1162.2851979953693,70706.12350681423,93.65813276617982
202303,P052,686.3602646482336,48654.30728504659,96.82601940254283
202304,P052,430.49164068553205,30516.441070918347,96.82601940254283
202305,P052,24.520272553242826,1738.1788208995508,96.82601940254283
202306,P052,184.323333555998,13066.205275204733,96.82601940254283
202307,P052,142.05108733328447,10069.63486854935,96.82601940254283
202308,P052,412.0889543338098,29211.92214296742,96.82601940254283
202309,P052,79.21729349427584,5615.509432113711,96.82601940254283
202310,P052,416.06048043515733,29493.45337558413,96.82601940254283
202311,P052,616.2413861606607,43683.76100471131,96.82601940254283
202312,P052,512.7910793942413,36350.43582055992,96.82601940254283
202401,P052,627.0520753208198,44450.10285090061,96.82601940254283
202402,P052,785.5914967721328,55688.55315955739,96.82601940254283
202403,P052,730.147166521676,51758.24772061727,96.82601940254283
202404,P052,850.9173441575055,60319.33383852477,96.82601940254283
202405,P052,1032.7267059213025,73207.33014333351,96.82601940254283
202406,P052,910.5527852645665,64546.736306511906,96.82601940254283
202407,P052,1003.4712520102521,71133.48654010384,96.82601940254283
202408,P052,957.6436881059552,67884.88884124446,96.82601940254283
202409,P052,1094.9761778252519,77620.03450625124,96.82601940254283
202410,P052,1085.5433719488335,76951.36724896666,96.82601940254283
202411,P052,1265.0527942757883,89676.32678451476,96.82601940254283
202412,P052,459.8465987905145,32597.338269580447,96.82601940254283
202501,P052,1148.4625557816182,81411.54576162223,96.82601940254283
202502,P052,1053.7118631300013,74694.91376354836,96.82601940254283
202503,P052,691.6442638715256,49028.87634905812,96.82601940254283
202504,P052,768.9509802015853,54508.94989825806,96.82601940254283
202505,P052,998.7059562577161,70795.68702607336,96.82601940254283
202506,P052,699.9430974748226,49617.15923931142,96.82601940254283
202507,P052,520.2680599937461,36880.45967303204,96.82601940254283
202508,P052,326.7892264716714,23165.244640646753,96.82601940254283
202509,P052,561.6962865647341,39817.19970545864,96.82601940254283
202510,P052,160.7221140397744,11393.175751514726,96.82601940254283
202511,P052,0.0,0.0,96.82601940254283
202512,P052,96.09018476766686,6811.585136209849,96.82601940254283
202601,P052,40.04523773463895,2838.7035240777336,96.82601940254283
202602,P052,1021.9520780545624,72443.54458914051,96.82601940254283
202303,P023,832.9173156859516,46672.30754894907,95.48389631891999
202304,P023,187.87506422933393,10527.530900553624,95.48389631891999
202305,P023,573.4928761404045,32135.525805839323,95.48389631891999
202306,P023,751.7004971289299,42121.34401096719,95.48389631891999
202307,P023,1229.5765179521438,68899.00392281672,95.48389631891999
202308,P023,1517.3941050613357,85026.78838662483,95.48389631891999
202309,P023,2284.1694074842053,127992.84523483185,95.48389631891999
202310,P023,2753.308359385744,154280.92573692577,95.48389631891999
202311,P023,3211.875966757013,179976.64366733228,95.48389631891999
202312,P023,2892.8829630478986,162101.95275300826,95.48389631891999
202401,P023,2673.2064636395294,149792.436611877,95.48389631891999
202402,P023,2607.917691247317,146133.9970438712,95.48389631891999
202403,P023,2219.700178267903,124380.32855789264,95.48389631891999
202404,P023,2039.0933645100934,114260.07220303675,95.48389631891999
202405,P023,1059.350616521887,59360.4393201502,95.48389631891999
202406,P023,1313.1953262697891,73584.5623392169,95.48389631891999
202407,P023,160.11254155956073,8971.865083579685,95.48389631891999
202408,P023,986.2936935099652,55266.713430222924,95.48389631891999
202304,P062,496.2086540043902,20185.075587907268,84.92170097101697
202305,P062,0.0,0.0,84.92170097101697
202306,P062,518.1116125488835,21076.057376015062,84.92170097101697
202307,P062,660.987974861041,26888.068411539265,84.92170097101697
202308,P062,1227.325011651046,49925.86874731601,84.92170097101697
202309,P062,1546.2736641943466,62900.254841337526,84.92170097101697
202310,P062,4387.338838307616,178470.82143032708,84.92170097101697
