month_key,project_id,company_key,client_key,region_key,fx_rate,progress_pct,earned_revenue_pln,invoiced_revenue_pln,cash_received_pln,direct_material_cost_pln,direct_labor_cost_pln,subcontractor_cost_pln,equipment_cost_pln,other_direct_cost_pln,overhead_allocated_pln,fx_gain_loss_pln,total_cost_pln,wip_pln,eac_cost_pln,eac_margin_pct,dso_days,invoice_count,purchase_orders_count,headcount,labor_hours,safety_incidents,claim_risk_score
202503,P002,1,7,5,1.0,26.93028635271219,14024186.128627645,13977704.487086948,9430033.389890566,3591184.866379827,817573.0900955395,1115451.9738700455,4078640.201097218,249573.63092803053,1365920.3939856798,0.0,11218344.156356338,111480.19705367088,168105962.01627055,0.0395644941946466,36.43769572168244,11,5,12,1821,0,50.62322333151972
202504,P002,1,7,5,1.0,36.44488986160233,16653503.190973392,17061615.36847135,14138425.471787626,3286180.897361078,1093249.7957331792,2079414.410925988,5748068.083298451,309619.0570476671,1404497.3133042215,0.0,13921029.557670584,-296631.98044428974,167208818.2265628,0.044690122929722,35.99525825593892,23,3,16,2280,0,27.52702930729894
202505,P002,1,7,5,1.0,46.133306621025326,16957730.216269605,16944261.02510478,17135898.39817511,3526554.58269433,1148679.07567472,2070470.0919789013,6088536.582686544,367648.8500292155,1393131.384292494,0.0,14595020.567356205,-283162.7892794609,166465854.77781445,0.0489348770546498,26.15935956961165,27,8,28,4648,0,56.38353153761659
202506,P002,1,7,5,1.0,55.820009609365314,16954730.586051397,17442320.28486069,15941834.863493914,2864412.082223732,1376293.3470025947,2272186.9655277496,6057128.402427623,340860.92114213406,1464976.651523158,0.0,14375858.369846992,-770752.4880887568,165255142.60286087,0.0558520080486338,43.54382749822197,20,8,38,6488,1,22.161642887752723
202507,P002,1,7,5,1.0,63.75614655665356,13890697.794414278,13438236.761340622,17632032.368560333,1872120.2777153377,1442237.0399614228,2829826.2162214657,7180732.741474545,324884.8325600472,1379347.4852041902,0.0,15029148.593137007,-318291.4550150931,167327236.69818538,0.0440135656956691,21.072752840864588,24,6,22,3613,0,28.87529557407683
202508,P002,1,7,5,1.0,72.30548623091708,14963992.499848371,14727379.711953135,13608658.902690662,1954564.0652553283,1374635.1691526417,2653542.9323616894,5769329.008380492,391527.0491966359,1395828.626826543,0.0,13539426.851173332,-81678.66711986065,166719739.67568377,0.047484362942141,27.683709340677087,22,7,36,5494,0,35.49734617352304
202509,P002,1,7,5,1.0,80.00494394320667,13476435.824211916,14125681.08191275,16200117.68314845,1437252.134310238,1382369.355861603,2499606.574632498,4481775.387202646,310393.76044980227,1377441.9935557016,0.0,11488839.20601249,-730923.9248206913,165300340.6089655,0.0555937794329807,18.09853277300388,28,7,28,4693,0,64.65234701134982
202510,P002,1,7,5,1.0,84.65193878704174,8133680.335490046,8436892.477454972,13911709.044135235,925665.9027652976,1227072.810884864,2926958.697065852,3144858.425307534,300228.7800812818,1388761.096517959,0.0,9913545.712622788,-1034136.0667856038,167250930.62725118,0.0444495232248055,28.81931219281765,15,5,20,3471,0,18.01451643852473
202511,P002,1,7,5,1.0,89.06171639697385,7718476.700565513,8142471.124679607,8100073.090234429,617504.8352711777,876109.4922498643,2389185.647182791,2470683.2707071262,274421.4186703356,1375152.3223520443,0.0,8003056.986433339,-1458130.490899682,167697520.49680057,0.0418980327118949,27.4032409866602,10,3,40,5943,0,22.738594216566568
202512,P002,1,7,5,1.0,93.3611560487986,7525351.097831823,7229024.231642103,8956718.23714757,320759.5598813218,766155.0768306513,2116694.9767004694,1515653.6754503008,195685.21035049408,1399699.0304705466,0.0,6314647.529683784,-1161803.6247099638,166644772.8370156,0.0479126690697245,30.426855045958376,7,5,33,5709,0,39.03434943181185
202601,P002,1,7,5,1.0,94.38000527279029,1783301.720036216,1678526.3504351515,7023277.906515108,175541.99422996506,577533.4472421063,1835033.420657501,1115238.6560089716,199651.0103988871,1480000.8132115048,0.0,5382999.341748936,-1057028.255108893,170281901.67481536,0.0271327536335704,17.265555379225678,8,1,29,4470,0,56.59220357016799
202602,P002,1,7,5,1.0,100.0,9836731.508085508,12293187.400555477,1466370.9309223422,92765.37063770008,399287.3478828571,1702411.62535474,594354.3384588165,159265.86218059584,1375186.381377489,0.0,4323270.925892198,-3513484.1475788653,164974912.50378734,0.057453039527336,41.329166475326616,22,1,49,7923,0,89.97748864063408
202311,P003,1,7,1,1.0,1.3811704718771038,5367276.501879858,0.0,0.0,6682882.650743156,214393.0786798724,184840.63342301824,198044.44577251413,997210.4433529192,264211.0349508281,0.0,8541582.286922308,5367276.501879858,322015832.2272855,0.1713511334966923,25.82704001959676,2,16,14,2260,0,12.045419568903643
202312,P003,1,7,1,1.0,1.3811704718771038,0.0,0.0,0.0,10334148.332802445,372102.08996018127,318792.90322735626,417519.2806569072,1530980.940812991,271982.45676765946,0.0,13245526.004227538,5367276.501879858,335261358.231513,0.1372661941515479,51.64159999638971,2,26,20,3183,0,51.08060134992817
202401,P003,1,7,1,1.0,2.902193318723328,5910747.696194995,4864332.613595413,0.0,13385144.974651927,625106.4601460476,491002.9344597854,871994.1843473125,2230321.7941407934,273251.4528172529,0.0,17876821.80056312,6413691.58447944,348512425.0854607,0.1031669964427437,22.697639160706085,5,33,14,2343,1,48.23244445793708
202402,P003,1,7,1,1.0,2.9324734833893342,117669.77327862132,0.0,0.0,16546227.466676949,958771.7640830396,767102.6272505459,1497845.1815263042,2649438.9023704263,277430.41766870435,0.0,22696816.35957597,6531361.357758062,371117086.5185053,0.04499803330629,39.53105922729415,3,35,19,2855,0,23.699384924500684
202403,P003,1,7,1,1.0,11.703088722089056,34082915.929794855,5970697.973265021,5225174.212662674,20092208.053701784,1155443.1755852408,1173770.0839874984,2500354.984727511,3191158.968797361,268089.6939431715,0.0,28381024.960742567,34643579.3142879,372696288.6263008,0.0409342454249515,44.38603599774541,12,24,15,2138,1,45.17681205234656
202404,P003,1,7,1,1.0,19.107874797434864,28775256.28652962,107772.82384167012,0.0,21863630.837941144,1647568.5399431088,1280589.991899242,3149847.051638645,4324952.0116906585,268467.69295804703,0.0,32535056.12607084,63311062.77697585,382433783.0819745,0.0158765838576128,47.887377100407946,0,33,16,2588,0,53.45559470449008
202405,P003,1,7,1,1.0,31.75657136703281,49153274.89237851,30395741.477415808,6018641.694984531,23505175.12865838,2119341.3723395853,1951328.7678103049,4145268.913249994,5487047.478462066,271997.0967047946,0.0,37480158.757225126,82068596.19193855,380612621.1743864,0.0205630110435182,37.93897256795314,32,30,29,4928,0,51.93768327017561
202406,P003,1,7,1,1.0,48.763482422600376,66089447.99844424,28585116.549708147,102858.52305400904,20142632.82132923,2158292.795944136,2017442.7137348864,4374288.882687853,5042911.912149465,284676.3837154865,0.0,34020245.509561054,119572927.64067464,361076091.8540458,0.0708366971686226,41.085986306530174,41,52,16,2290,0,12.2395727198341
202407,P003,1,7,1,1.0,67.63552742526375,73337423.40114786,45980880.01406283,29181411.340150915,14830852.927148804,2360709.738949415,2392520.3126322445,4716780.994840048,5172785.840828482,272138.1280127501,0.0,29745787.942411743,146929471.02775964,330433200.91334003,0.1496905742242016,45.84775007707126,33,24,22,3132,0,33.31488398585758
202408,P003,1,7,1,1.0,77.44598814651947,38123791.649157375,52597000.37076327,26551562.11316112,12882204.443733584,2511289.18048797,3025446.644814041,4360510.120435204,5434546.090931185,281002.50426727126,0.0,28494998.984669257,132456262.30615371,327137419.3427857,0.1581716654916481,44.823699884137696,69,14,10,1672,0,39.60895830576308
202409,P003,1,7,1,1.0,90.83976006848452,52048663.63136222,67507035.60702346,46649573.19684174,7657728.625426082,2317697.1192978006,2721803.454951119,3232539.6365499515,4985260.3847629605,265174.0909573655,0.0,21180203.31194528,116997890.33049244,304334693.7057333,0.2168503106428361,38.19210379803232,121,10,23,3295,0,44.67491642834253
202410,P003,1,7,1,1.0,93.17634827329286,9080063.04912767,36336859.992662735,53548147.869045496,5186342.961749146,1931075.535366932,2731493.224230222,2111451.766500954,4765979.801846204,276054.79963920807,0.0,17002398.089332666,89741093.3869574,313649899.67499053,0.1928793312835927,45.41676153696196,60,9,22,3373,0,56.7659733416896
202411,P003,1,7,1,1.0,98.62493926700051,21173414.14715929,52727766.02649552,67087753.109127976,2829441.520731064,1538672.8092043428,2517129.7018071967,1549078.3123602553,4045220.293846622,274819.5049257618,0.0,12754362.14287524,58186741.50762117,308478824.3504714,0.2061861481460679,56.72836463267844,59,4,24,3916,0,29.243144456388507
202412,P003,1,7,1,1.0,100.0,5343533.844055776,8768023.489751542,37701181.02932643,1506580.8645261845,1154962.6893212085,2180953.920546908,777599.0267259378,3037246.594096638,275493.862457675,0.0,8932836.957674552,54762251.86192542,312887819.2337973,0.1948404059593664,44.725934834965,17,5,32,4986,0,46.69468145971052
202501,P003,1,7,1,1.0,100.0,0.0,32284371.06413029,53962529.67617066,641352.4582693023,780026.0426855751,1562545.2871750433,458302.7791533352,2822664.360887436,291055.7815122023,0.0,6555946.709682895,22477880.79779512,319443765.9434802,0.1779698757985996,47.95993818886021,47,2,28,4128,0,11.5363222183832
202405,P004,1,8,6,1.0,0.5619777765328751,500206.2609641516,0.0,0.0,304883.1086588057,71928.56406480185,30969.863514899047,21528.44621417796,129049.66223773731,838993.6162960777,0.0,1397353.2609864995,500206.2609641516,72389811.70518675,0.1867061930152475,23.70612358983601,1,2,18,2737,0,60.24545906009792
202406,P004,1,8,6,1.0,2.035069981487005,1311172.7450176815,488849.0578555415,0.0,380519.4300476293,93090.90520868923,44236.41823364252,40007.2972046322,184553.8863940644,825899.4884723235,0.0,1568307.425560981,1322529.948126292,72971387.18391061,0.1801722385263672,32.183548053191124,1,4,13,2275,0,15.968990789599577
202407,P004,1,8,6,1.0,2.035069981487005,0.0,1165154.5216673233,448883.16320444655,527386.8020318951,137540.43533502126,57895.88745795866,66916.6237354386,241135.19991337528,857165.6113635238,0.0,1888040.5598372128,157375.42645896832,74859427.74374782,0.1589602522194377,25.192735719252013,2,2,24,3667,0,22.34005601274816
202408,P004,1,8,6,1.0,2.035069981487005,0.0,0.0,1160822.958607908,625277.7493134085,155274.696616546,78474.6793803373,99416.55012449156,258641.6925367598,888989.5345607195,0.0,2106074.9025322627,157375.42645896832,76965502.64628008,0.1352986673233303,25.51411714005197,2,3,8,1337,0,45.875978934801225
202409,P004,1,8,6,1.0,3.821183981799771,1589787.7870974988,0.0,0.0,791506.0851254102,244529.81837802764,95096.8255072815,118160.01064800224,352497.1681338966,896798.0387025176,0.0,2498587.946495136,1747163.213556467,78265064.50262386,0.1206981926893802,26.42531892001872,3,6,15,2141,0,31.0428300748073
202410,P004,1,8,6,1.0,7.317336988241912,3111862.5969521743,1613924.1296651878,0.0,935282.7764487962,212993.6342710041,131763.19777675046,164181.69731313136,405220.4984646415,880433.7498487451,0.0,2729875.554123068,3245101.680843454,78639644.03282239,0.116489821304545,33.160854934418566,6,3,17,2628,0,35.127886628434844
202411,P004,1,8,6,1.0,7.415693328040198,87545.20023220449,2827703.650398925,1639451.212009415,1080076.2845751373,349455.3895168489,142848.75301058838,262531.1036079665,446530.8374643458,854022.4391932606,0.0,3135464.807368147,504943.23067673296,81708688.77590454,0.0820093464405803,23.046671542990545,5,4,21,3333,0,56.41303607239421
202412,P004,1,8,6,1.0,12.298581472266056,4346170.477413035,90614.50011642608,2897173.9310707115,1127221.4104012512,385865.5274930336,225792.95146607203,289806.0613848331,556032.098577466,860670.1791149498,0.0,3445388.228437606,4760499.207973341,81845712.15418309,0.0804698996269883,31.23405308065898,3,4,25,3767,0,43.968364019976455
202501,P004,1,8,6,1.0,17.210394314321626,4371915.8281281125,4220713.018257536,94267.97800617268,1342309.3827905538,500386.6055337105,218541.63933981687,403509.6288553486,627437.0929570462,850070.0375827781,0.0,3942254.387059255,4911702.017843919,82438347.06024161,0.0738116933470312,15.0,9,6,24,3534,0,61.48007432608845
202502,P004,1,8,6,1.0,21.61002152423188,3916028.65487442,4488911.984575668,4332834.786917695,1229402.726754845,523103.69633514737,267347.5111829774,473516.6218463596,704379.5213156387,874972.6243660296,0.0,4072722.701800997,4338818.68814267,83492294.67764147,0.061970675254478,31.86069479403547,8,5,16,2500,0,52.58556251729275
202503,P004,1,8,6,1.0,34.15560999765967,11166601.53468038,4174267.349160672,4443797.734753562,1068927.4915236563,708553.6101355789,332075.96018002863,524257.7555020172,751078.060298152,837644.0864448616,0.0,4222536.964084295,11331152.873662377,79011061.40981671,0.1123169764607675,39.95232623397573,6,3,22,3126,0,45.08082742775692
202504,P004,1,8,6,1.0,44.36421767684745,9086497.17140146,11985210.56827507,4338517.35966054,1012667.1849032176,672577.8378572358,397890.5264484501,531229.3769726824,716818.0476970116,899718.7294272035,0.0,4230901.7033058,8432439.476788767,76054957.00316116,0.1455285755808829,47.03283693535273,10,3,28,4889,0,79.6657640274486
202505,P004,1,8,6,1.0,56.24084610107024,10571172.286549512,9069258.936722038,11771468.616226705,811614.3618363694,797438.3895520554,416913.3599142472,578880.8369652522,840531.9831035814,864638.596741094,0.0,4310017.5281126,9934352.826616235,71885582.67684087,0.1923711662538264,27.542726346787,18,5,37,5223,0,26.591549504752034
202506,P004,1,8,6,1.0,66.53760856640305,9164962.153123232,11389250.872520303,8274841.44632306,778296.3979335494,780008.5172644628,496066.1856707765,535574.9855332033,775986.0765549727,830133.1940493612,0.0,4196065.357006326,7710064.10721916,68627434.07830773,0.2289762079717784,16.71336809807113,11,6,34,5736,1,50.59970200504235
202507,P004,1,8,6,1.0,76.61905191424752,8973310.49860866,9077436.464468712,9614879.649680614,637874.9837739224,719772.0095974763,444845.1573330037,476959.3429286344,676727.7042256424,850354.8608065508,0.0,3806534.05866523,7605938.141359113,65043150.850602016,0.2692453464445272,29.419682519645427,11,3,47,7132,0,0.0
202508,P004,1,8,6,1.0,80.82531612265225,3743919.742332358,8628967.739775993,9262811.316284604,541871.0969596121,723792.8181607138,483384.42468511336,485494.6010573418,767146.4395413377,872678.3440943204,0.0,3874367.72449844,2720890.1439154744,65799682.641536176,0.2607457716306069,34.8875346863144,10,5,26,4336,0,59.6109817855104
202509,P004,1,8,6,1.0,86.21896222596888,4800786.904686526,3658165.265253318,9387907.304208294,373502.6536057644,681951.2223263136,501268.92842944496,395811.1364628439,780334.9557128164,861090.2505627059,0.0,3593959.147099889,3863511.78334868,65350045.268461615,0.2657974119415353,22.67531965628727,9,7,8,1365,0,33.403473615632414
202510,P004,1,8,6,1.0,90.6966860905342,3985541.075560921,4922408.002904397,3756501.595570958,318852.0756814385,523351.4630371437,469271.3447670928,351236.34633529745,712748.8491647724,859266.1822265838,0.0,3234726.2612123284,2926644.8560052067,65227838.521791816,0.2671703950713033,16.6244303383534,8,4,10,1625,0,67.95633482707193
202511,P004,1,8,6,1.0,94.22460744900076,3140139.032865989,3756658.510783762,5056363.903556671,209454.70709031585,455426.9017540492,444251.0137730437,249908.2049089012,691507.2029177066,857643.2878643076,0.0,2908191.318308324,2310125.378087431,65491160.25553982,0.2642119962268096,44.93775241190672,7,8,9,1456,0,9.202359648267516
202512,P004,1,8,6,1.0,96.6587669031953,2166601.3319691643,2918126.590819392,3919603.5739513263,147275.404245298,434867.4793204378,440491.1315472951,213933.52069587627,644685.3673071101,869054.6791116396,0.0,2750307.5822276566,1558600.1192371994,66416587.50450305,0.2538148943050373,32.42922923335792,5,2,40,5698,1,50.4722179110796
202601,P004,1,8,6,1.0,100.0,2973971.18561072,1996337.8374173453,3062599.646289969,93382.52935079728,408760.5560780599,444218.0610602343,133636.17994543308,458370.0181508883,875668.4361875724,0.0,2414035.7807729854,2536233.4674305767,66325713.19949504,0.2548358599317756,33.39014516259285,6,6,28,4029,0,41.5709592964631
202602,P004,1,8,6,1.0,100.0,0.0,3006564.2172969487,2057332.0651411747,67208.31448592135,308609.42455902364,326422.84238899575,104551.67574139616,469575.21824663103,869083.3214321219,0.0,2145450.79685409,-470330.7498663664,68471163.99634913,0.2307318899784057,35.52507554958396,5,8,37,5566,0,40.0736605726505
202603,P004,1,8,6,1.0,100.0,0.0,0.0,3051586.049586087,40798.31090344582,222863.3822219665,295139.5320907908,62119.95106390935,419061.7694239472,863274.639697059,0.0,1903257.5854011187,-470330.7498663664,70374421.58175024,0.2093489415932453,31.042858954044792,2,3,47,7163,0,58.558329982179394
202604,P004,1,8,6,1.0,100.0,0.0,914854.995978467,0.0,27178.92787283095,176695.62590326587,259711.44304551405,42181.28425909716,345380.39612149564,859235.3087329789,0.0,1710382.9859351823,-1385185.745844826,72084804.56768543,0.190132924072737,38.53122649562678,4,3,20,3435,0,39.88378403572861
202310,P005,1,9,4,4.2398836411420096,0.1244364079728003,475624.33373928047,0.0,0.0,5181260.483534202,133123.77739378286,251283.70702308608,94741.2860479342,348137.7497848375,2167049.814728732,14783.918735618316,8190380.737248193,475624.33373928047,329800578.67631614,0.1371509730129185,99.14468184431684,3,11,13,1928,0,78.72073030585334
202311,P005,1,9,4,4.252083341481663,5.118178317410151,19087220.5911089,451183.7372432429,0.0,6821811.861955417,229970.7063504113,487782.6610430615,157553.1184860504,460227.9321070513,2214877.916801636,26677.863202692035,10398902.05994632,19111661.187604938,324360362.0919375,0.1513840759543088,93.99607825314672,1,16,14,2208,0,14.58439174525865
202312,P005,1,9,4,4.236359366845551,5.878924039472968,2907743.66679103,18287045.41056532,0.0,9976074.443525605,339656.5182497533,760666.3984693314,271423.19160176005,572919.5860691564,2164359.8466169247,26339.16070724134,14111439.145239769,3732359.443830647,336056643.6254268,0.1207833863465348,99.917310956457,26,10,23,3906,0,48.25267839503625
202401,P005,1,9,4,4.218956830084483,6.253912143904032,1433290.065469952,2724457.9914682275,0.0,13624022.00165112,525025.6701566161,1039130.291714554,526005.6681381322,763604.0849135089,2146968.9712262712,16553.591305855996,18641310.27910606,2441191.5178323686,353507253.3456243,0.0751277914478316,89.63526523149469,7,18,8,1395,0,59.94638366307156
202402,P005,1,9,4,4.226127027555769,9.428433987185896,12133746.555764956,1512048.400243651,437640.5625205365,17030477.50463372,677450.183703513,1629719.9149605671,877666.3031065812,947336.7430962576,2241329.9178070235,31247.33397193176,23435227.901279595,13062889.673353672,366856677.1567886,0.040202026937254,95.70574570542932,3,17,24,4130,0,64.34768088066869
202403,P005,1,9,4,4.228952913299585,11.853831317944152,9270421.802492704,10579224.781481223,19113550.957738925,18546700.92752765,1009590.8376379454,2078040.8634637373,1028088.3719510146,1050494.5526200072,2282144.3058822216,38972.14131566136,26034032.00039824,11754086.69436516,385178039.62057614,-0.0077316966432376,75.35668756829425,13,24,20,3380,0,68.69170298371868
202404,P005,1,9,4,4.212853793946471,19.85196662829432,30570697.435861547,9175342.635989536,2440780.5856498685,18172217.05814862,1097499.3108981587,2665548.94187232,1384340.9782572847,1374257.9237334116,2331726.900921944,13846.914342109803,27039438.02817385,33149441.49423717,386741264.5010516,-0.0118215229027726,90.23764062807462,13,18,14,1996,0,33.764248549986064
202405,P005,1,9,4,4.188078326134303,32.401847247024094,47968506.20355089,29139805.555110574,1337767.02272965,19040386.4172986,1138467.704652162,3357277.1568732173,1441400.86886844,1754760.3876416984,2234622.277280019,-27342.90248347713,28939571.91013065,51978142.142677486,375574775.4347668,0.0173930838889335,101.94530340934014,34,47,15,2245,0,48.12243137849997
202406,P005,1,9,4,4.205806456330536,43.23102588309293,41391590.75412823,44517402.07020664,9910921.760203348,15489884.853600506,1307707.9753704534,3888350.318590478,1824153.281444137,1604029.6341372016,2067686.0592205927,2485.053085013015,26184297.17544838,48852330.82659906,367022993.4949663,0.0397668976505053,99.5886280465322,45,34,28,4723,0,29.182328141646583
