month_key,project_id,planned_progress_pct,planned_value_pln
202306,P011,69.55042406028042,46334368.40560393
202307,P011,79.72976559310571,39258589.20824734
202308,P011,88.72417085158362,34688654.474989295
202309,P011,92.58585351048929,14893322.192767844
202310,P011,94.59983058893967,7767290.108377453
202311,P011,97.12427389305749,9736001.325457552
202312,P011,99.52329210153614,9252275.311331328
202401,P011,100.0,1838515.732846733
202209,P042,0.8156394842799185,803136.4369681043
202210,P042,2.0733264842256083,1238407.7468358953
202211,P042,2.0733264842256083,0.0
202212,P042,2.0733264842256083,0.0
202301,P042,2.0733264842256083,0.0
202302,P042,2.7312110657393482,647799.7803155229
202303,P042,2.7312110657393482,0.0
202304,P042,3.291868560952106,552063.1010919814
202305,P042,6.416523427795637,3076756.612300684
202306,P042,10.755201552559292,4272169.944482823
202307,P042,15.41311587899144,4586512.531496762
202308,P042,19.92989949939031,4447545.237030348
202309,P042,28.868824371550573,8801898.891016103
202310,P042,35.7065107763939,6732870.590662159
202311,P042,45.18634406240453,9334515.64706903
202312,P042,54.640008065277456,9308747.516390832
202401,P042,64.28434004202659,9496492.71526145
202402,P042,73.21290718536035,8791699.937207313
202403,P042,80.2050793787484,6884988.245784696
202404,P042,84.24231734640217,3975350.6040678965
202405,P042,90.9364045193209,6591472.610669694
202406,P042,91.46879504385561,524229.43860776245
202407,P042,94.9104897972646,3388936.551821091
202408,P042,96.15955472298455,1229917.8415451373
202409,P042,96.5035226127132,338695.15970280836
202410,P042,98.25118635533858,1720873.570152936
202411,P042,98.25118635533858,0.0
202412,P042,99.29547006503789,1028275.7443163529
202501,P042,99.87430392844989,569960.8412994152
202502,P042,100.0,123769.25957031776
202209,P008,0.2636251171640314,339813.1866923243
202210,P008,1.1309628144663373,1117999.6429372549
202211,P008,1.6633881449383228,686297.0803757862
202212,P008,3.691095428492361,2613717.847207261
202301,P008,5.096045061320571,1810982.2653070912
202302,P008,5.629303261113478,687370.6502278744
202303,P008,7.928251998707888,2963348.5039977077
202304,P008,10.522368045271358,3343819.625062263
202305,P008,16.797782700399093,8089019.26612636
202306,P008,24.554470077394708,9998382.112099573
202307,P008,33.746291592485214,11848272.251716
202308,P008,44.66946862578636,14079992.21174707
202309,P008,55.65418652197661,14159318.47987778
202310,P008,65.71503558982069,12968450.120962337
202311,P008,74.6952514572162,11575512.242203768
202312,P008,82.04111062343149,9468823.90842695
202401,P008,87.50406150228164,7041752.192871052
202402,P008,90.93814578864225,4426539.994639958
202403,P008,91.99437184779823,1361477.0356116924
202404,P008,96.06874117993245,5251868.416060428
202405,P008,97.4493988446935,1779669.8806271735
202406,P008,98.10357903186126,843239.2803229644
202407,P008,98.80592091098669,905319.7762813632
202408,P008,100.0,1539169.8058414087
202209,P039,2.5461233559432483,6786578.0750549985
202210,P039,6.68553501642862,11033416.88182652
202211,P039,7.370805869318393,1826558.8487063204
202212,P039,9.846387364581851,6598551.896376118
202301,P039,13.998513110702419,11067305.70917449
202302,P039,19.177876696605512,13805362.286465608
202303,P039,26.522913177931752,19577866.652961507
202304,P039,35.604473687699745,24206493.883735664
202305,P039,45.551525062523076,26513421.124803666
202306,P039,55.539740130750005,26623141.1108715
202307,P039,64.13196332447177,22902187.125528626
202308,P039,71.94429470546552,20823420.334901523
202309,P039,80.51833497005553,22853721.34012278
202310,P039,87.08442395655366,17501616.89951586
202311,P039,90.632013326628,9455941.002247844
202312,P039,92.65885791024436,5402463.702556511
202401,P039,95.2508893473236,6908944.014701245
202402,P039,100.0,12658542.311483465
202210,P043,1.3549064344515687,1334971.9912243802
202211,P043,3.3948733990165776,2009953.3749868318
202212,P043,3.467729362036757,71784.04910667268
202301,P043,3.467729362036757,0.0
202302,P043,4.167301976841158,689279.9553125608
202303,P043,5.802011914771436,1610658.8067067533
202304,P043,8.915044979488266,3067231.6873559826
202305,P043,10.39659250857125,1459749.8430170512
202306,P043,14.77197230368039,4311005.785284399
202307,P043,18.465843644400206,3639524.2163296947
202308,P043,22.788307752685114,4258868.635433645
202309,P043,28.175354518554048,5307788.320277529
202310,P043,33.58983621960084,5334819.611230346
202311,P043,40.37105578165149,6681448.955805419
202312,P043,47.02321039448001,6554282.911066625
202401,P043,53.560976425936026,6441577.303974289
202402,P043,60.24246745271968,6583187.704753677
202403,P043,66.29277316501692,5961288.882306512
202404,P043,72.33757931893292,5955870.237729742
202405,P043,77.44107537407834,5028409.429394279
202406,P043,81.46791951467704,3967598.0599363116
202407,P043,84.74714015885343,3230974.1851600436
202408,P043,88.67289947681617,3868000.4762762217
202409,P043,90.80481997829776,2100554.019545242
202410,P043,93.27387741978865,2432730.7371956254
202411,P043,93.40271769478456,126944.67609551901
202412,P043,94.50331511636938,1084404.5714671323
202501,P043,97.2208276868813,2677530.400025015
202502,P043,99.37415187294778,2121642.796381264
202503,P043,100.0,616640.1598890743
202210,P027,2.0893522692394924,3242289.4913103273
202211,P027,2.1316305648744858,65608.11963879391
202212,P027,4.20440445617658,3216562.9054393093
202301,P027,5.965243053393998,2732496.8430190734
202302,P027,9.365633586542849,5276779.15031182
202303,P027,17.536384979478907,12679499.655205894
202304,P027,22.04077077142482,6989976.239549932
202305,P027,31.754008096020907,15073153.420703147
202306,P027,43.597235056280766,18378504.612068456
202307,P027,55.69777955160755,18777813.98280517
202308,P027,69.07687958944115,20761896.447288457
202309,P027,77.59934493374824,13225294.859426098
202310,P027,86.05818317205886,13126557.32235681
202311,P027,90.9486123683912,7589044.425254867
202312,P027,95.36904153094923,6859691.030493601
202401,P027,96.80647935870617,2230638.4767967737
202402,P027,96.80647935870617,0.0
202403,P027,100.0,4955755.220405464
202211,P058,0.0,0.0
202212,P058,0.10845480428577498,232847.8056660991
202301,P058,2.3751605542874676,4866519.8693079
202302,P058,2.3751605542874676,0.0
202303,P058,2.3751605542874676,0.0
202304,P058,2.526181197033982,324234.8322454351
202305,P058,3.259220035827526,1573802.8961017588
202306,P058,5.151494057773476,4062631.0344729405
202307,P058,7.313561608115029,4641866.149814625
202308,P058,11.721629728153648,9463932.886487205
202309,P058,16.219464470526525,9656657.968333403
202310,P058,21.46714176053451,11266537.70544351
202311,P058,27.29592231940484,12514141.4599389
202312,P058,38.1023576434837,23200952.40459917
202401,P058,44.1937842286147,13078031.1952481
202402,P058,54.75517065423603,22674842.94672414
202403,P058,62.076211710253425,15717960.640943779
202404,P058,71.71869670836907,20702001.0571721
202405,P058,78.80615244042936,15216462.985054767
202406,P058,82.54801311110573,8033614.112469067
202407,P058,85.89346712901249,7182546.058299373
202408,P058,91.86411773576091,12818730.358104398
202409,P058,95.5399791504285,7891916.545095749
202410,P058,95.90528463059171,784295.1726663073
202411,P058,96.96755571564921,2280650.3852649466
202412,P058,98.56846681611682,3437087.358787245
202501,P058,99.1822666609684,1317801.8985243419
202502,P058,99.1822666609684,0.0
202503,P058,99.1822666609684,0.0
202504,P058,100.0,1755638.3497019242
202212,P046,0.41296090315366235,1287855.733848864
202301,P046,2.3651048444823695,6087936.53088997
202302,P046,2.68804755473683,1007125.8996427114
202303,P046,3.765364144588696,3359708.720161749
202304,P046,6.168160099068259,7493335.382632857
202305,P046,7.392003289785136,3816665.1091184323
202306,P046,10.46090988155316,9570661.340268267
202307,P046,15.973368881737224,17191099.391683087
202308,P046,20.81054031212003,15085154.344285196
202309,P046,27.274652386461558,20158915.131209753
202310,P046,35.22214812282481,24784980.553004786
202311,P046,45.11018796859063,30836741.964304317
202312,P046,55.46849960363042,32303326.853233814
202401,P046,63.2764888694442,24349917.07209387
202402,P046,71.36703394397182,25231092.78535261
202403,P046,78.83588342572271,23292279.140400548
202404,P046,84.47900734587228,17598589.701553542
202405,P046,89.4613953055466,15538025.157162435
202406,P046,91.37774178475212,5976298.924277507
202407,P046,93.99735756888715,8169507.530411283
202408,P046,96.21463264675971,6914771.83615085
202409,P046,97.91053888447337,5288836.196430198
202410,P046,98.256361287581,1078478.2804725592
202411,P046,100.0,5437694.213667685
202212,P035,3.0003534683460673,7297698.657939351
202301,P035,3.8583070774704407,2086783.0967037897
202302,P035,5.648293684128216,4353747.981679194
202303,P035,7.827741541495879,5301026.652879113
202304,P035,10.924713761230183,7532702.479914499
202305,P035,10.940470044024838,38323.68586493496
202306,P035,15.657571067801124,11473308.786365299
202307,P035,20.195674906921575,11037937.578266319
202308,P035,26.91187413759204,16335674.656071523
202309,P035,31.76720658314811,11809526.259356398
202310,P035,37.068221913975314,12893551.667703561
202311,P035,46.35426703400669,22586258.494194485
202312,P035,53.69977419831896,17866327.531214263
202401,P035,61.21635405871668,18282424.16709532
202402,P035,66.83596747479906,13668471.304245727
202403,P035,75.74501084085419,21669284.80324137
202404,P035,79.03269388394084,7996564.532941251
202405,P035,83.64378919989909,11215473.261371622
202406,P035,86.59026525877152,7166653.731747474
202407,P035,89.48438293843152,7039303.511934479
202408,P035,91.49075279595303,4880052.557486149
202409,P035,94.10082104910356,6348415.874695791
202410,P035,94.90148269936589,1947433.0315500707
202411,P035,100.0,12401019.831449576
202212,P045,1.1741934730618382,4027483.6126021054
202301,P045,3.482125470157734,7916206.750038924
202302,P045,4.544228168506862,3643012.2553375093
202303,P045,9.282470611137501,16252171.578223092
202304,P045,13.542676723238605,14612506.964506788
202305,P045,23.540643966291483,34293027.64367137
202306,P045,37.39229438494443,47511160.93597961
202307,P045,49.03225560430052,39925066.9823914
202308,P045,64.77131437796179,53984971.593658134
202309,P045,76.72557468688649,41003112.85961173
202310,P045,83.2189844014832,22272395.321066715
202311,P045,90.80452223539478,26018394.770316765
202312,P045,96.17316685541908,18414451.046683308
202401,P045,97.3264434804253,3955738.8237713226
202402,P045,100.0,9170298.862141237
202301,P006,3.262323559284206,5531551.128491572
202302,P006,4.196440557367407,1583875.983173177
202303,P006,4.995017078988678,1354055.4083881977
202304,P006,9.246867815886846,7209379.852876156
202305,P006,11.786750330138476,4306589.9910391625
202306,P006,17.27307107113394,9302530.277768916
202307,P006,25.03612266594454,13162923.918936722
202308,P006,34.468218482413945,15992932.432820873
202309,P006,44.42081273693019,16875482.45277897
202310,P006,55.30428505727972,18453866.54680734
202311,P006,65.82785791662481,17843625.951880127
202312,P006,73.90966237346602,13703396.904412828
202401,P006,81.96871414068374,13664817.75563254
202402,P006,88.23260863682388,10620973.683088195
202403,P006,91.34940779588851,5284801.949377552
202404,P006,93.90951862596471,4340888.846193627
202405,P006,94.41042423867914,849328.6937750025
202406,P006,100.0,9477608.075487025
202301,P053,2.175465685143888,2994280.9242685945
202302,P053,3.2433772868020747,1469858.779886356
202303,P053,4.96628417534045,2371385.2467869204
202304,P053,4.96628417534045,0.0
202305,P053,4.96628417534045,0.0
202306,P053,5.932810540532675,1330313.5406184655
202307,P053,8.464937919380834,3485185.153725741
202308,P053,9.639284280273138,1616354.1125547567
202309,P053,11.017211996664084,1896560.6786564891
202310,P053,13.949822542978433,4036404.6544623673
202311,P053,17.575720649893285,4990636.078067422
202312,P053,20.43547407633787,3936125.1208834467
202401,P053,23.96103107932579,4852527.968406022
202402,P053,27.5801997379558,4981373.758386744
202403,P053,32.782389578511356,7160222.250515116
202404,P053,37.245270937981545,6142648.267537084
202405,P053,41.288158777572356,5564574.987191108
202406,P053,47.69483665051525,8818062.943437224
202407,P053,52.32265107542923,6369659.860968318
202408,P053,56.17571603964596,5303305.403118203
202409,P053,61.30696158695256,7062575.505079541
202410,P053,68.88834753287723,10434914.91151644
202411,P053,71.86040117991837,4090693.5935647986
202412,P053,75.27527645830716,4700187.17126291
202501,P053,79.50117085676156,5816462.687357258
202502,P053,82.53714122226643,4178667.68212192
202503,P053,86.36837775239684,5273261.047908339
202504,P053,89.2023545112173,3900646.4715601224
202505,P053,90.11814020782971,1260474.7851507538
202506,P053,91.55533623086762,1978136.7573869491
202507,P053,93.8388670930679,3143020.341510313
202508,P053,95.50107488944693,2287839.8546374
202509,P053,95.50107488944693,0.0
202510,P053,97.13422020072929,2247838.6515244087
202511,P053,98.2858700361538,1585114.9283564026
202512,P053,100.0,2359304.80885634
202302,P044,0.0,0.0
202303,P044,2.599729663471276,5537516.275058544
202304,P044,2.599729663471276,0.0
202305,P044,5.213917981548985,5568313.721548294
202306,P044,10.857884983702954,12021849.644393343
202307,P044,20.717851715181943,21002078.41387504
202308,P044,33.20014594025575,26587728.86759393
202309,P044,48.74316618746632,33107183.716774922
202310,P044,67.20483328469474,39324004.89638247
202311,P044,82.02508415736467,31567659.345887646
202312,P044,89.31837440805043,15534966.588784479
202401,P044,94.5168436174936,11072923.564769844
202402,P044,95.88487580335222,2913957.0165463975
202403,P044,97.16773554616735,2732536.6957466016
202404,P044,100.0,6032823.615754929
202303,P052,3.1002687751947082,3363777.241178128
202304,P052,5.125612231623832,2197488.2561198147
202305,P052,5.239957070242983,124063.61953864188
202306,P052,6.126129569541407,961493.0514244739
202307,P052,6.70750938994281,630794.4085343531
202308,P052,8.669666283797554,2128931.1288034474
202309,P052,8.989688358345024,347222.4665326919
202310,P052,10.982828173007555,2162547.4541724995
202311,P052,13.509966779207888,2741933.6661562263
202312,P052,15.88942722719838,2581703.5494708843
202401,P052,18.91016168436218,3277482.875016863
202402,P052,22.20101027627039,3570555.4583501266
202403,P052,25.734352626431363,3833660.0613009324
202404,P052,29.598916827229193,4193034.2329429393
202405,P052,34.5368027619482,5357583.3358829385
202406,P052,38.82997386750048,4658070.736603582
202407,P052,43.55711062538308,5128921.456528693
202408,P052,47.5520630083454,4334504.805814784
202409,P052,51.912096342620295,4730615.94464202
202410,P052,56.897407878940435,5409039.893647046
202411,P052,62.524098492278114,6104933.217316687
202412,P052,64.57968724563888,2230304.263004559
202501,P052,69.8404136231307,5707863.718867754
202502,P052,74.24497162119191,4778924.99833241
202503,P052,77.40352652853028,3427017.424206714
202504,P052,80.74487617446748,3625348.8677336546
202505,P052,85.44515458468248,5099780.273885831
202506,P052,88.29694658641507,3094181.094476067
202507,P052,90.48230776622617,2371106.743782585
202508,P052,91.89545589191562,1533259.1617993214
202509,P052,94.28864534086014,2596599.4518270968
202510,P052,95.02991335885906,804272.3613217651
202511,P052,95.02991335885906,0.0
202512,P052,95.48286740847252,491453.0429038395
202601,P052,95.64501820707437,175932.86438254957
202602,P052,100.0,4725135.045708519
202303,P023,2.7649307220530113,5054780.780790222
202304,P023,3.475483157113579,1299015.1123283687
202305,P023,5.600682797544422,3885239.587419273
202306,P023,8.118271959094042,4602596.80512993
202307,P023,12.682474321432741,8344166.5271295905
202308,P023,17.61440740343736,9016443.108762441
202309,P023,25.14752265263619,13771862.664556816
202310,P023,35.16666743889725,18316762.91257758
202311,P023,45.83159470740038,19497367.13306396
202312,P023,55.57041590609521,17804281.977149356
202401,P023,65.17716777747695,17562835.96473775
202402,P023,73.71921056238313,15616360.060468681
202403,P023,81.68783966580756,14568058.765438827
202404,P023,88.17107569037967,11852498.36205681
202405,P023,91.86152485415646,6746791.64897523
202406,P023,96.34559848205471,8197677.074931722
202407,P023,96.87473335070365,967351.8193998847
202408,P023,100.0,5713538.378270053
202304,P062,0.9701357112806768,2563429.2756278547
202305,P062,0.9701357112806768,0.0
202306,P062,1.9888388110434203,2691760.8729786724
202307,P062,3.1692281028359255,3118990.9123375313
202308,P062,5.55086058101054,6293084.923427381
202309,P062,8.256479463545876,7149167.453104913
202310,P062,15.768168629919144,19848443.567836907
202311,P062,27.30143324732347,30474816.89421447
202312,P062,41.73645741429324,38142254.855413996
202401,P062,57.40630196605151,41405071.27140827
202402,P062,71.9585530806209,38452008.41450385
202403,P062,83.49214041889088,30475669.63275945
202404,P062,90.40843981155365,18275220.812925465
202405,P062,94.00325660660475,9498731.4721029
202406,P062,97.84692042243081,10156270.134776423
202407,P062,99.08817133569315,3279808.0644367915
202408,P062,99.68834826115231,1585872.041806751
202409,P062,100.0,823490.1384135804
202304,P030,1.3005094216673843,2595521.8457623306
202305,P030,2.3342011464559045,2063014.2379380155
202306,P030,2.458905201653363,248881.01087739517
202307,P030,2.458905201653363,0.0
202308,P030,2.751323741752461,583601.0845350506
202309,P030,4.196910212582659,2885062.7319314163
202310,P030,5.1097637427402525,1821848.6079613124
202311,P030,8.789368585909534,7343656.720282769
202312,P030,15.415477842137415,13224211.251693673
202401,P030,23.395312732955443,15925940.588834789
202402,P030,32.95067054681769,19070327.00936352
202403,P030,43.38762518884656,20829794.329275396
202404,P030,53.90133178160526,20982973.81533303
202405,P030,66.75546525254848,25653935.04754693
202406,P030,77.71031053185031,21863386.581943866
202407,P030,84.96442660478725,14477570.423798842
202408,P030,89.96991619614329,9989821.962568859
202409,P030,93.57270147708194,7190342.2970040245
202410,P030,94.64913338087673,2148313.9416190377
202411,P030,98.21060745341632,7107894.494559681
202412,P030,98.94363244521234,1462951.6311055007
202501,P030,99.90814195175759,1924942.2210828748
202502,P030,100.0,183327.83057933408
202503,P030,100.0,0.0
202305,P012,2.034403874830413,2512215.2732653627
202306,P012,2.135429517913212,124753.08697749069
202307,P012,3.697375307416917,1928793.0567527208
202308,P012,6.382632728461905,3315931.8998842924
202309,P012,7.245861192490041,1065971.0977151268
202310,P012,9.00567249385746,2173130.362194557
202311,P012,13.01066915656496,4945632.433122111
202312,P012,17.652490065290372,5732024.760144816
202401,P012,22.926469257585815,6512655.250852189
202402,P012,29.1687253821086,7708347.083721335
202403,P012,38.22045490226921,11177669.012211261
202404,P012,45.86763690232622,9443241.657011019
202405,P012,55.64044816569589,12068108.020401621
202406,P012,63.71112622338971,9966202.351947544
202407,P012,70.37874943668022,8233618.250556764
202408,P012,77.85890408056444,9236985.32786133
202409,P012,84.19157297337559,7819994.697158537
202410,P012,87.09764294039182,3588605.7073719245
202411,P012,89.76013065255579,3287814.3706530402
202412,P012,93.55078347157306,4680946.603277295
202501,P012,95.5996122597999,2530028.101975705
202502,P012,95.97958757645408,469218.4308988529
202503,P012,98.14632937420565,2675634.816114241
202504,P012,100.0,2289034.0090962066
202305,P014,0.0,0.0
202306,P014,4.57872571264189,17156207.612673163
202307,P014,5.401656767210579,3083472.762763572
202308,P014,11.823561802993634,24062488.774675895
202309,P014,23.65669502045378,44338032.65975267
202310,P014,40.130977281380275,61728136.70796513
202311,P014,59.86739016260471,73951142.34181817
202312,P014,76.31039292042577,61610934.30647243
202401,P014,89.06728963607982,47799318.47477031
202402,P014,94.00332760730818,18495034.97984593
202403,P014,98.69612010103327,17583608.924913697
202404,P014,100.0,4885558.92022574
202305,P040,1.7695357506173466,2914086.7793669035
202306,P040,1.7695357506173466,0.0
202307,P040,3.795422217178214,3336247.35563762
202308,P040,4.065540412719662,444832.98075168236
202309,P040,6.764230590352696,4444226.326314185
202310,P040,11.297057992946117,7464699.37238691
202311,P040,18.79371181964456,12345554.362634806
202312,P040,30.32572220110343,18991014.440034427
202401,P040,43.78036773430113,22157226.63737123
202402,P040,57.05039053894164,21853188.33112541
202403,P040,70.27299181986773,21775094.155709375
202404,P040,81.60266072824207,18657796.752046186
202405,P040,88.42548380789749,11235884.0602383
202406,P040,93.47058349293303,8308313.797910598
202407,P040,97.15496458682668,6067470.652751225
202408,P040,97.43321071687964,458218.13360620703
202409,P040,98.58652133436956,1899281.900214984
202410,P040,100.0,2327728.8921649605
202306,P054,3.9535774081962973,2744874.910602174
202307,P054,4.629437473123188,469233.5937193996
202308,P054,5.221710241453192,411200.91860389477
202309,P054,6.889647408321656,1158009.1671676212
202310,P054,8.445020292034922,1079858.4583887632
202311,P054,11.531027682272455,2142541.6489468478
202312,P054,15.363631269527394,2660885.6594360746
202401,P054,20.23473450903066,3381891.3071858645
202402,P054,27.134325404750374,4790222.117269829
202403,P054,32.4314777679653,3677687.096572898
202404,P054,38.46841763799067,4191303.9951344896
202405,P054,45.043153780102486,4564683.176026489
202406,P054,52.96095928820252,5497144.343539407
202407,P054,60.724298191014924,5389901.847540498
202408,P054,66.61985729501102,4093146.686588826
202409,P054,73.88075973171138,5041072.140262353
202410,P054,79.54672393528676,3933744.399318445
202411,P054,82.42368395573453,1997405.0242601244
202412,P054,87.87129995921033,3782150.4290104373
202501,P054,91.47620887320471,2502802.6547590992
202502,P054,94.1214519567765,1836529.4574699274
202503,P054,94.22370887944427,70994.55315691374
202504,P054,95.50186715147964,887394.9363973972
202505,P054,100.0,3122946.8214944783
202306,P017,0.37312501451558694,1294344.207956711
202307,P017,0.37312501451558694,0.0
202308,P017,1.1822057501631247,2806643.6803073105
202309,P017,3.1151930753006143,6705395.915611894
202310,P017,8.136022378485926,17416900.703251462
202311,P017,18.20008918092959,34911533.84916843
202312,P017,32.12912072966474,48318822.395110406
202401,P017,48.82572969717466,57919352.1444051
202402,P017,68.97323141361295,69890254.30344185
202403,P017,82.48597156044723,46874737.05129576
202404,P017,92.20674582019251,33720676.36979724
202405,P017,95.75589087390262,12311732.434856568
202406,P017,98.4718330943294,9421410.908937177
202407,P017,98.96920542874891,1725349.3472947215
202408,P017,100.0,3575753.2488788357
202306,P048,2.2199711716537314,3314150.7574849296
202307,P048,3.6482081709475445,2132186.5767975403
202308,P048,7.853384511604713,6277824.024338491
202309,P048,15.568577136853051,11517857.4431944
202310,P048,26.868727400595947,16869769.317039818
202311,P048,42.28041485201911,23007801.31446768
202312,P048,60.01924623730546,26481948.15460155
202401,P048,75.12846659935927,22556254.219556093
202402,P048,84.87996970338463,14557824.809385953
202403,P048,90.39487156942032,8233087.18156098
202404,P048,96.65320411143512,9342940.034333952
202405,P048,100.0,4996364.939717725
202307,P029,2.9977794881483293,7019288.265048812
202308,P029,5.2829430668603825,5350701.062298016
202309,P029,6.578485545996466,3033507.3532340485
202310,P029,13.599492815919096,16439659.46575715
202311,P029,19.24218589131901,13212342.483499922
202312,P029,27.714541757726252,19837986.197951883
202401,P029,38.680511960305495,25676773.846159156
202402,P029,50.33689032744822,27293361.7061981
202403,P029,61.94147542226961,27172087.97340659
202404,P029,72.24502080735316,24125708.87746905
202405,P029,81.47740577517595,21617591.193500444
202406,P029,88.21337123737845,15772235.25263933
202407,P029,93.25907140802602,11814486.067705316
202408,P029,95.44959292261407,5129097.060832268
202409,P029,100.0,10654759.339626824
202308,P010,2.556820083432232,1317015.6755146224
202309,P010,6.069765831525792,1809515.126798044
202310,P010,12.475741046233427,3299711.946646917
202311,P010,29.8279831592203,8938123.967428701
202312,P010,51.07262974623378,10943097.93527033
202401,P010,70.42319681670072,9967459.316766398
202402,P010,86.7997281680331,8435536.250680836
202403,P010,94.78497344749226,4113192.505809571
202404,P010,100.0,2686255.3851101724
202309,P024,0.0,0.0
202310,P024,0.5044853820516035,1561674.383497698
202311,P024,1.7985529595056238,4005888.4917663448
202312,P024,2.8994954884198614,3408054.6360264425
202401,P024,2.9051893420298107,17625.773991473816
202402,P024,3.2333363156098907,1015804.8991990174
202403,P024,4.937453964227732,5275230.904590598
